,customer_name,customer_email,country,gender,age,annual_salary,credit_card_debt,net_worth,car_purchase_amount,customer_email_suffix,region,population,area_sq_mi,pop_density_per_sq_mi,coastline_coastarea_ratio,net_migration,infant_mortality_per_1000_births,gdp__per_capita,literacy_,phones_per_1000,arable_,crops_,other_,climate,birthrate,deathrate,agriculture,industry,service
261,"Jimenez, Joel G.",faucibus.lectus.a@ut.net,Iraq,0,50.69628655,74418.55717,8632.699007,472761.6208,56071.61377,.net,NEAR EAST                          ,26783383,437072,61.3,0.01,0.0,50.25,1500.0,40.4,38.6,13.15,0.78,86.07,1.0,31.98,5.37,0.073,0.666,0.261
262,"Bond, Caryn Y.",libero.Proin@acnulla.net,Guinea-Bissau,1,54.40906192,52786.1971,9246.813159,556014.9704,49442.12107,.net,SUB-SAHARAN AFRICA                 ,1442029,36120,39.9,0.97,-1.57,107.17,800.0,42.4,7.4,10.67,8.82,80.51,2.0,37.22,16.53,0.62,0.12,0.26
263,"Gross, Cedric D.",aliquam.adipiscing@maurissapien.edu,Bhutan,0,37.07521505,78804.99824,12710.00309,315058.7167,42497.72862,.edu,ASIA (EX. NEAR EAST)         ,2279723,47000,48.5,0.0,0.0,100.44,1300.0,42.2,14.3,3.09,0.43,96.48,2.0,33.65,12.7,0.258,0.379,0.363
264,"Dyer, Aline L.",convallis@scelerisque.net,Maldives,0,44.2639884,66932.47176,11033.16277,149761.1281,37084.77621,.net,ASIA (EX. NEAR EAST)         ,359008,300,1196.7,214.67,0.0,56.52,3900.0,97.2,90.0,13.33,16.67,70.0,2.0,34.81,7.06,0.2,0.18,0.62
265,"Rivers, Sonya A.",vel.lectus@Praesent.net,India,1,57.10507937,56066.07685,5235.7599,497876.2478,51866.48719,.net,ASIA (EX. NEAR EAST)         ,1095351995,3287590,333.2,0.21,-0.07,56.29,2900.0,59.5,45.4,54.4,2.74,42.86,2.5,22.01,8.18,0.186,0.276,0.538
266,"Frazier, Kai O.",Cras@quamelementum.com,Liechtenstein,0,47.48853379,48591.57177,14309.21115,364858.7148,35716.31133,.com,WESTERN EUROPE                     ,33987,160,212.4,0.0,4.85,4.7,25000.0,100.0,585.5,25.0,0.0,75.0,4.0,10.21,7.18,0.06,0.39,0.55
267,"Bond, Nyssa S.",fringilla.euismod.enim@aauctornon.net,Bolivia,0,52.00403731,38213.88844,11492.74174,579059.3132,39892.93343,.net,LATIN AMER. & CARIB    ,8989046,1098580,8.2,0.0,-1.32,53.11,2400.0,87.2,71.9,2.67,0.19,97.14,1.5,23.3,7.53,0.128,0.352,0.52
268,"Rush, Jarrod T.",vestibulum.nec.euismod@netusetmalesuada.ca,Mongolia,1,52.47484301,56444.76848,11932.73881,69821.6376,35781.16156,.ca,ASIA (EX. NEAR EAST)         ,2832224,1564116,1.8,0.0,0.0,53.79,1800.0,97.8,55.1,0.77,0.0,99.23,1.0,21.59,6.95,0.206,0.214,0.58
269,"Stephens, Tanner E.",egestas@turpisnecmauris.com,Mozambique,0,47.78541236,67080.6142,7880.423663,244188.0008,42866.21274,.com,SUB-SAHARAN AFRICA                 ,19686505,801590,24.6,0.31,0.0,130.79,1200.0,47.8,3.5,5.1,0.3,94.6,2.0,35.18,21.35,0.262,0.348,0.39
270,"Cameron, Kimberley P.",nec.tellus@lacinia.co.uk,Namibia,1,55.01756589,83333.81054,9874.075327,1000000.0,80000.0,.co.uk,SUB-SAHARAN AFRICA                 ,2044147,825418,2.5,0.19,0.0,48.98,7200.0,84.0,62.6,0.99,0.0,99.01,1.0,24.32,18.86,0.097,0.315,0.588
271,"Mcdowell, Victoria J.",risus.Duis@ornareFuscemollis.net,Trinidad & Tobago,0,46.52064185,73502.12458,11132.39299,765711.6025,60526.97788,.net,LATIN AMER. & CARIB    ,1065842,5128,207.9,7.06,-10.83,24.31,9500.0,98.6,303.5,14.62,9.16,76.22,2.0,12.9,10.57,0.007,0.57,0.423
272,"Dalton, Grant D.",velit@doloregestas.net,Moldova,1,44.74440761,88816.02695,9317.22195,493592.1764,59758.73247,.net,C.W. OF IND. STATES ,4466706,33843,132.0,0.0,-0.26,40.42,1800.0,99.1,208.1,55.3,10.79,33.91,0.0,15.7,12.64,0.213,0.233,0.555
273,"Gregory, Reuben Z.",fermentum@blanditviverra.ca,Martinique,1,39.6048097,70381.37499,6718.857016,305253.2658,39606.24598,.ca,LATIN AMER. & CARIB    ,436131,1100,396.5,31.82,-0.05,7.09,14400.0,97.7,394.4,10.38,9.43,80.19,2.0,13.74,6.48,0.06,0.11,0.83
274,"Schultz, Lee I.",velit.eget.laoreet@quis.ca,Algeria,1,47.42452905,67647.74764,8767.783547,787984.2882,58641.71051,.ca,NORTHERN AFRICA                    ,32930091,2381740,13.8,0.04,-0.39,31.0,6000.0,70.0,78.1,3.22,0.25,96.53,1.0,17.14,4.61,0.101,0.6,0.298
275,"Wise, Mechelle E.",est.mollis@dui.ca,Mauritius,0,45.01562039,79781.90126,11148.10325,427287.6277,52983.89411,.ca,SUB-SAHARAN AFRICA                 ,1240827,2040,608.3,8.68,-0.9,15.03,11400.0,85.6,289.3,49.26,2.96,47.78,2.0,15.43,6.86,0.059,0.298,0.643
276,"Mcclure, Avye L.",dictum@lorem.org,Israel,1,49.10443956,64665.39122,7404.080751,521815.7353,50666.88173,.org,NEAR EAST                          ,6352117,20770,305.8,1.31,0.68,7.03,19800.0,95.4,462.3,16.39,4.17,79.44,3.0,17.97,6.18,0.026,0.317,0.657
277,"Livingston, Blaze Y.",montes.nascetur@liberoet.co.uk,Serbia,0,60.18011891,58837.97088,12788.81573,622324.7499,59625.02618,.co.uk,EASTERN EUROPE                     ,9396411,88361,106.3,0.0,-1.33,12.89,2200.0,93.0,285.8,33.35,3.2,63.45,0.0,0.0,0.0,0.166,0.255,0.579
278,"Fuentes, Dora E.",nonummy@ornareelitelit.org,Sierra Leone,0,33.81125185,49607.23466,9344.32377,290711.867,22630.25982,.org,SUB-SAHARAN AFRICA                 ,6005250,71740,83.7,0.56,0.0,143.64,500.0,31.4,4.0,6.98,0.89,92.13,2.0,45.76,23.03,0.49,0.31,0.21
279,"Thompson, Alvin R.",interdum.ligula@Phasellus.edu,Iraq,0,36.3750977,67032.16445,7666.5303,516738.1724,41137.89459,.edu,NEAR EAST                          ,26783383,437072,61.3,0.01,0.0,50.25,1500.0,40.4,38.6,13.15,0.78,86.07,1.0,31.98,5.37,0.073,0.666,0.261
280,"Armstrong, Hedda N.",magnis.dis@aliquam.org,Equatorial Guinea,0,51.3613807,65245.57379,11554.2723,542777.4892,53496.48183,.org,SUB-SAHARAN AFRICA                 ,540109,28051,19.3,1.06,0.0,85.13,2700.0,85.7,18.5,4.63,3.57,91.8,2.0,35.59,15.06,0.03,0.906,0.062
281,"Casey, Sylvia E.",Integer.vitae.nibh@a.org,Tanzania,0,42.2652013,56174.3433,10394.57246,398011.5804,36543.93642,.org,SUB-SAHARAN AFRICA                 ,37445392,945087,39.6,0.15,-2.06,98.54,600.0,78.2,4.0,4.52,1.08,94.4,0.0,37.71,16.39,0.432,0.172,0.396
282,"Shaw, Rooney Q.",Curabitur.vel@Nullam.net,Mayotte,0,48.09742994,47227.01542,11312.51035,642335.1021,43503.97349,.net,SUB-SAHARAN AFRICA                 ,201234,374,538.1,49.52,6.78,62.4,2600.0,0.0,49.7,0.0,0.0,0.0,2.0,40.95,7.7,0.0,0.0,0.0
283,"Langley, Skyler J.",mi.eleifend.egestas@cursuset.net,Austria,1,44.23255578,45504.74866,9245.466786,374777.6929,31526.04931,.net,WESTERN EUROPE                     ,8192880,83870,97.7,0.0,2.0,4.66,30000.0,98.0,452.2,16.91,0.86,82.23,3.0,8.74,9.76,0.018,0.304,0.678
284,"Caldwell, Yolanda F.",ac.facilisis.facilisis@necmalesuada.com,Czech Republic,0,48.07331843,50017.38154,7514.393035,160487.0006,31083.70271,.com,EASTERN EUROPE                     ,10235455,78866,129.8,0.0,0.97,3.93,15700.0,99.9,314.3,39.8,3.05,57.15,3.0,9.02,10.59,0.034,0.393,0.573
285,"Terry, Mollie K.",quam.dignissim.pharetra@aauctornon.ca,Greenland,1,45.34659851,56687.41273,9050.284083,414034.6096,39888.59789,.ca,NORTHERN AMERICA                   ,56361,2166086,0.0,2.04,-8.37,15.82,20000.0,0.0,448.9,0.0,0.0,100.0,1.0,15.93,7.84,0.0,0.0,0.0
286,"Hudson, Maxwell F.",metus.eu.erat@non.org,Guernsey,0,48.70123214,68114.60169,11633.95265,521061.1115,52240.72866,.org,WESTERN EUROPE                     ,65409,78,838.6,64.1,3.84,4.71,20000.0,0.0,842.4,0.0,0.0,0.0,3.0,8.81,10.01,0.03,0.1,0.87
287,"Brady, Oscar Y.",erat@urnaUttincidunt.com,Rwanda,0,50.67226399,71921.45038,6354.372629,169714.2655,45857.75365,.com,SUB-SAHARAN AFRICA                 ,8648248,26338,328.4,0.0,0.0,91.23,1300.0,70.4,2.7,40.54,12.16,47.3,3.0,40.37,16.09,0.401,0.229,0.37
288,"Dudley, Ryder M.",sed@sedtortor.co.uk,Argentina,1,35.48520024,56807.01728,8851.564939,385250.7163,30826.10903,.co.uk,LATIN AMER. & CARIB    ,39921833,2766890,14.4,0.18,0.61,15.18,11200.0,97.1,220.4,12.31,0.48,87.21,3.0,16.73,7.55,0.095,0.358,0.547
289,"Morales, Halla M.",elit.elit.fermentum@erosturpisnon.org,United States,0,52.51971144,43019.8475,8527.034281,454791.7251,39422.79389,.org,NORTHERN AMERICA                   ,298444215,9631420,31.0,0.21,3.41,6.5,37800.0,97.0,898.0,19.13,0.22,80.65,3.0,14.14,8.26,0.01,0.204,0.787
290,"Holloway, Brennan Q.",fringilla.purus.mauris@risusatfringilla.ca,Morocco,1,42.12055603,63875.20999,11397.68601,188327.5831,34678.83226,.ca,NORTHERN AFRICA                    ,33241259,446550,74.4,0.41,-0.98,41.62,4000.0,51.7,40.4,19.61,2.17,78.22,0.0,21.98,5.58,0.217,0.357,0.426
291,"Powers, Naomi B.",Cras.eu@vitaevelitegestas.net,Samoa,1,39.12031813,41587.39238,5397.031602,322891.7787,23517.91983,.net,OCEANIA                            ,176908,2944,60.1,13.69,-11.7,27.71,5600.0,99.7,75.2,21.2,24.38,54.42,2.0,16.43,6.62,0.114,0.584,0.302
292,"Armstrong, Naomi D.",nunc.sed.pede@Quisqueporttitor.net,Colombia,1,38.10594756,49661.96712,4679.441732,375654.1472,28733.68779,.net,LATIN AMER. & CARIB    ,43593035,1138910,38.3,0.28,-0.31,20.97,6300.0,92.5,176.2,2.42,1.67,95.91,2.0,20.48,5.58,0.125,0.342,0.533
293,"Flores, Caldwell U.",ut@Etiamvestibulum.ca,Western Sahara,0,40.75219483,92471.17612,5404.397644,515717.7476,59096.26978,.ca,NORTHERN AFRICA                    ,273008,266000,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.98,1.0,0.0,0.0,0.0,0.0,0.4
294,"Russo, Fleur N.",erat@at.edu,Kuwait,0,43.70539661,70136.82862,7765.975483,555993.1081,50188.86612,.edu,NEAR EAST                          ,2418393,17820,135.7,2.8,14.18,9.95,19000.0,83.5,211.0,0.73,0.11,99.16,1.0,21.94,2.41,0.004,0.479,0.516
295,"Burke, Simon H.",lacinia@Nullam.com,Morocco,1,38.63314682,55618.06942,7557.657205,854283.5574,46398.35204,.com,NORTHERN AFRICA                    ,33241259,446550,74.4,0.41,-0.98,41.62,4000.0,51.7,40.4,19.61,2.17,78.22,0.0,21.98,5.58,0.217,0.357,0.426
296,"Mayer, Paki D.",Nunc.lectus.pede@egestasrhoncus.com,Somalia,0,33.24696771,54912.44043,8203.56263,537572.1338,32291.18978,.com,SUB-SAHARAN AFRICA                 ,8863338,637657,13.9,0.47,5.37,116.7,500.0,37.8,11.3,1.67,0.04,98.29,1.0,45.13,16.63,0.65,0.1,0.25
297,"Bush, Jessica C.",dolor.sit.amet@iaculisneceleifend.ca,"Micronesia, Fed. St.",0,46.91189053,56692.78044,7946.435929,685541.6501,49079.29461,.ca,OCEANIA                            ,108004,702,153.9,870.66,-20.99,30.21,2000.0,89.0,114.8,5.71,45.71,48.58,2.0,24.68,4.75,0.289,0.152,0.559
298,"West, April J.",ante@nisi.org,Marshall Islands,0,45.30594136,63561.04525,3730.11972,608019.6308,49348.88394,.org,OCEANIA                            ,60422,11854,5.1,3.12,-6.04,29.45,1600.0,93.7,91.2,16.67,38.89,44.44,2.0,33.05,4.78,0.317,0.149,0.534
299,"Levy, Wesley S.",facilisis.vitae.orci@sociosquad.co.uk,Dominican Republic,1,50.72631901,62788.93529,13224.45167,192514.6431,41427.59797,.co.uk,LATIN AMER. & CARIB    ,9183984,48730,188.5,2.64,-3.22,32.38,6000.0,84.7,97.4,22.65,10.33,67.02,2.0,23.22,5.73,0.112,0.306,0.582
300,"Nieves, Bertha O.",dolor@velitegestas.org,American Samoa,0,42.1200795,38453.86033,15283.41752,320834.0102,24221.99937,.org,OCEANIA                            ,57794,199,290.4,58.29,-20.71,9.27,8000.0,97.0,259.5,10.0,15.0,75.0,2.0,22.46,3.27,0.0,0.0,0.0
301,"Patrick, Merritt L.",ut@nonummyut.net,United Kingdom,0,55.25607797,59486.27073,6515.336778,228434.0508,44424.07681,.net,WESTERN EUROPE                     ,60609153,244820,247.6,5.08,2.19,5.16,27700.0,99.0,543.5,23.46,0.21,76.33,3.0,10.71,10.13,0.005,0.237,0.758
302,"Mcdaniel, Marcia Z.",non.nisi.Aenean@etmagnis.co.uk,Armenia,1,62.46308509,68149.63056,9560.448204,401916.0981,60390.06616,.co.uk,C.W. OF IND. STATES ,2976372,29800,99.9,0.0,-6.47,23.28,3500.0,98.6,195.7,17.55,2.3,80.15,4.0,12.07,8.23,0.239,0.343,0.418
303,"Ortiz, Drew P.",tincidunt@vel.edu,Seychelles,0,51.56054437,49393.46784,11521.6189,475263.2759,42793.9932,.edu,SUB-SAHARAN AFRICA                 ,81541,455,179.2,107.91,-5.69,15.53,7800.0,58.0,262.4,2.22,13.33,84.45,2.0,16.03,6.29,0.032,0.304,0.665
304,"Oneill, Tiger A.",orci.Phasellus@ut.org,Maldives,0,51.10053283,72262.20245,12124.82386,187821.0958,46935.72774,.org,ASIA (EX. NEAR EAST)         ,359008,300,1196.7,214.67,0.0,56.52,3900.0,97.2,90.0,13.33,16.67,70.0,2.0,34.81,7.06,0.2,0.18,0.62
305,"Sims, Tashya J.",aliquam@anteNuncmauris.ca,Latvia,1,62.62575416,64494.39535,8765.624109,408679.8596,58667.06865,.ca,BALTICS                            ,2274735,64589,35.2,0.82,-2.23,9.55,10200.0,99.8,321.4,29.67,0.47,69.86,3.0,9.24,13.66,0.04,0.261,0.699
306,"Lawrence, Hope Z.",metus.vitae@Morbisitamet.ca,Switzerland,1,45.56856449,54362.70307,15647.35449,388898.069,38042.80065,.ca,WESTERN EUROPE                     ,7523934,41290,182.2,0.0,4.05,4.39,32700.0,99.0,680.9,10.42,0.61,88.97,3.0,9.71,8.49,0.015,0.34,0.645
307,"Rodriguez, Basia D.",Vestibulum@lobortis.org,Senegal,0,57.70495365,73512.41269,11054.27478,236420.9695,54606.18769,.org,SUB-SAHARAN AFRICA                 ,11987121,196190,61.1,0.27,0.2,55.51,1600.0,40.2,22.2,12.78,0.21,87.01,2.0,32.78,9.42,0.172,0.209,0.619
308,"Blair, Abra U.",montes@Loremipsum.edu,Belize,1,36.71815503,70621.52393,9384.067625,366327.7432,39083.94268,.edu,LATIN AMER. & CARIB    ,287730,22966,12.5,1.68,0.0,25.69,4900.0,94.1,115.7,2.85,1.71,95.44,2.0,28.84,5.72,0.142,0.152,0.612
309,"Rosario, Elijah N.",In@non.com,Grenada,1,51.42349784,70275.68706,10359.17579,253181.9789,47984.12043,.com,LATIN AMER. & CARIB    ,89703,344,260.8,35.17,-13.92,14.62,5000.0,98.0,364.5,5.88,29.41,64.71,2.0,22.08,6.88,0.054,0.18,0.766
310,"Beach, Victor S.",consequat.auctor@lacuspede.co.uk,Chile,0,36.12691774,74420.10254,10274.13558,551344.3365,46082.80993,.co.uk,LATIN AMER. & CARIB    ,16134219,756950,21.3,0.85,0.0,8.8,9900.0,96.2,213.0,2.65,0.42,96.93,3.0,15.23,5.81,0.06,0.493,0.447
311,"Ruiz, Rafael L.",sed.pede@volutpatNulladignissim.net,Uruguay,1,31.61348869,54395.05356,10693.88704,549212.4268,30964.07804,.net,LATIN AMER. & CARIB    ,3431932,176220,19.5,0.37,-0.32,11.95,12800.0,98.0,291.4,7.43,0.23,92.34,3.0,13.91,9.05,0.093,0.311,0.596
312,"Valdez, Joy U.",lobortis.quam@velarcueu.org,Guinea,1,43.05089188,66813.664,15458.68867,600685.1915,49065.1634,.org,SUB-SAHARAN AFRICA                 ,9690222,245857,39.4,0.13,-3.06,90.37,2100.0,35.9,2.7,3.63,2.58,93.79,2.0,41.76,15.48,0.237,0.362,0.401
313,"Watson, Moana M.",ipsum.Suspendisse@diamDuismi.org,Afghanistan,0,51.08481106,84120.95497,9596.513091,27888.74525,48955.85816,.org,ASIA (EX. NEAR EAST)         ,31056997,647500,48.0,0.0,23.06,163.07,700.0,36.0,3.2,12.13,0.22,87.65,1.0,46.6,20.34,0.38,0.24,0.38
314,"Cote, Evangeline F.",lorem.tristique.aliquet@estNunclaoreet.net,Belgium,1,43.12954854,54236.62092,7275.314728,432447.5324,37183.10293,.net,WESTERN EUROPE                     ,10379067,30528,340.0,0.22,1.23,4.68,29100.0,98.0,462.6,23.28,0.4,76.32,3.0,10.38,10.27,0.01,0.24,0.749
315,"Delgado, Jasper U.",lacinia@posuere.ca,Isle of Man,1,57.80193013,64426.59613,9514.645028,137601.844,46710.52519,.ca,WESTERN EUROPE                     ,75441,572,131.9,27.97,5.36,5.93,21000.0,0.0,676.0,9.0,0.0,91.0,3.0,11.05,11.19,0.01,0.13,0.86
316,"Hardy, Hilary R.",egestas.Fusce@orciDonecnibh.com,"Micronesia, Fed. St.",1,48.83752201,71150.19894,9848.997857,480468.247,52889.56257,.com,OCEANIA                            ,108004,702,153.9,870.66,-20.99,30.21,2000.0,89.0,114.8,5.71,45.71,48.58,2.0,24.68,4.75,0.289,0.152,0.559
317,"Stafford, Berk Y.",Quisque@ultriciessem.net,Dominican Republic,0,42.99229711,60325.20676,10128.1151,62149.94034,29754.66271,.net,LATIN AMER. & CARIB    ,9183984,48730,188.5,2.64,-3.22,32.38,6000.0,84.7,97.4,22.65,10.33,67.02,2.0,23.22,5.73,0.112,0.306,0.582
318,"Daugherty, Veda M.",venenatis.vel.faucibus@iaculisnec.net,Guinea,1,48.30867264,91083.73918,13148.85597,387538.2487,60960.83428,.net,SUB-SAHARAN AFRICA                 ,9690222,245857,39.4,0.13,-3.06,90.37,2100.0,35.9,2.7,3.63,2.58,93.79,2.0,41.76,15.48,0.237,0.362,0.401
319,"Houston, Grant O.",ut.aliquam@egetlacusMauris.ca,Bermuda,1,34.72822141,72948.11812,12664.32052,360457.0496,38545.80328,.ca,NORTHERN AMERICA                   ,65773,53,1241.0,194.34,2.49,8.53,36000.0,98.0,851.4,20.0,0.0,80.0,2.0,11.4,7.74,0.01,0.1,0.89
320,"Collier, Xerxes Q.",eu@magnaLorem.org,Lithuania,0,43.00071798,74834.57117,9366.027561,712233.8241,56764.44728,.org,BALTICS                            ,3585906,65200,55.0,0.14,-0.71,6.89,11400.0,99.6,223.4,45.22,0.91,53.87,0.0,8.75,10.98,0.055,0.325,0.62
321,"Lewis, Jackson U.",pellentesque.a.facilisis@nonlacinia.co.uk,Afghanistan,1,57.13457591,67752.38329,13851.92122,657178.4135,63079.84329,.co.uk,ASIA (EX. NEAR EAST)         ,31056997,647500,48.0,0.0,23.06,163.07,700.0,36.0,3.2,12.13,0.22,87.65,1.0,46.6,20.34,0.38,0.24,0.38
322,"Jensen, Ebony Y.",ac@sagittisNullam.net,Portugal,0,31.75957954,64874.03368,8511.835275,528087.5277,36367.18452,.net,WESTERN EUROPE                     ,10605870,92391,114.8,1.94,3.57,5.05,18000.0,93.3,399.2,21.75,7.81,70.44,3.0,10.72,10.5,0.053,0.274,0.673
323,"Kim, Claudia W.",sit.amet@dignissimmagnaa.edu,Macau,0,44.34525343,63305.84963,16146.77016,749016.565,52477.83479,.edu,ASIA (EX. NEAR EAST)         ,453125,28,16183.0,146.43,4.86,4.39,19400.0,94.5,384.9,0.0,0.0,100.0,2.0,8.48,4.47,0.001,0.072,0.927
324,"Livingston, Lucas K.",porttitor.scelerisque@Aliquam.ca,Uruguay,0,50.27457289,74176.2079,11894.4244,290608.3977,50296.67496,.ca,LATIN AMER. & CARIB    ,3431932,176220,19.5,0.37,-0.32,11.95,12800.0,98.0,291.4,7.43,0.23,92.34,3.0,13.91,9.05,0.093,0.311,0.596
325,"Bradford, Daquan F.",Nunc@euarcuMorbi.ca,United States,1,43.57649526,47230.92278,4421.153379,558001.0241,37259.84386,.ca,NORTHERN AMERICA                   ,298444215,9631420,31.0,0.21,3.41,6.5,37800.0,97.0,898.0,19.13,0.22,80.65,3.0,14.14,8.26,0.01,0.204,0.787
326,"Dillon, Lynn W.",ornare.egestas.ligula@urnaVivamusmolestie.com,Western Sahara,0,35.07555289,51428.66337,9221.265417,457116.1945,29540.87013,.com,NORTHERN AFRICA                    ,273008,266000,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.02,0.0,99.98,1.0,0.0,0.0,0.0,0.0,0.4
327,"Blackburn, Joel Y.",semper@tristique.co.uk,"Korea, South",1,52.90793462,75381.07571,7925.059589,545125.9592,60567.18837,.co.uk,ASIA (EX. NEAR EAST)         ,48846823,98480,496.0,2.45,0.0,7.05,17800.0,97.9,486.1,17.18,1.95,80.87,3.0,10.0,5.85,0.033,0.403,0.563
328,"Sanders, Selma F.",velit.Pellentesque@Nullam.org,Syria,1,41.02339176,54742.3946,10342.60917,447393.4883,36125.48846,.org,NEAR EAST                          ,18881361,185180,102.0,0.1,0.0,29.53,3300.0,76.9,153.8,25.22,4.43,70.35,1.0,27.76,4.81,0.249,0.23,0.519
329,"Holmes, Ross Y.",velit@Pellentesquetincidunttempus.net,Bulgaria,1,62.62213572,60409.75787,9611.317626,255285.4063,51922.07691,.net,EASTERN EUROPE                     ,7385367,110910,66.6,0.32,-4.58,20.55,7600.0,98.6,336.3,40.02,1.92,58.06,3.0,9.65,14.27,0.093,0.304,0.603
330,"Sutton, Michelle D.",enim.Mauris@Namac.net,Madagascar,0,49.7733395,57600.59673,10340.30041,128387.9293,35848.82935,.net,SUB-SAHARAN AFRICA                 ,18595469,587040,31.7,0.82,0.0,76.83,800.0,68.9,3.6,5.07,1.03,93.91,2.0,41.41,11.11,0.276,0.165,0.559
331,"Little, Hayley R.",nunc.est@purusmaurisa.co.uk,Cayman Islands,1,40.961674,79444.01301,11620.1079,627086.6563,55174.98946,.co.uk,LATIN AMER. & CARIB    ,45436,262,173.4,61.07,18.75,8.19,35000.0,98.0,836.3,3.85,0.0,96.15,2.0,12.74,4.89,0.014,0.032,0.954
332,"Church, Lareina E.",lectus.rutrum.urna@nisinibh.co.uk,Honduras,0,40.2012564,47569.44212,7840.293189,281690.8431,26599.90843,.co.uk,LATIN AMER. & CARIB    ,7326496,112090,65.4,0.73,-1.99,29.32,2600.0,76.2,67.5,9.55,3.22,87.23,2.0,28.24,5.28,0.139,0.312,0.549
333,"Wolf, Tashya X.",nulla.Integer.vulputate@eutelluseu.edu,Anguilla,1,40.39729481,71193.72803,3854.733177,762832.2606,53993.44322,.edu,LATIN AMER. & CARIB    ,13477,102,132.1,59.8,10.76,21.03,8600.0,95.0,460.0,0.0,0.0,100.0,2.0,14.17,5.34,0.04,0.18,0.78
334,"Barr, Hyatt D.",sem@odiovel.edu,Mexico,1,55.57696873,46412.82136,11652.2729,595028.8431,47970.76767,.edu,LATIN AMER. & CARIB    ,107449525,1972550,54.5,0.47,-4.87,20.91,9000.0,92.2,181.6,12.99,1.31,85.7,1.5,20.69,4.74,0.038,0.259,0.702
335,"Hopper, Orson W.",luctus@magnaseddui.net,Tunisia,1,47.55430896,57368.05622,10175.74457,466128.9118,43641.65727,.net,NORTHERN AFRICA                    ,10175014,163610,62.2,0.7,-0.57,24.77,6900.0,74.2,123.6,17.86,13.74,68.4,3.0,15.52,5.13,0.132,0.318,0.55
336,"Decker, Jolie T.",pellentesque.massa.lobortis@facilisis.net,Kyrgyzstan,1,41.27000968,65826.12291,11715.3714,416748.7309,41679.7929,.net,C.W. OF IND. STATES ,5213898,198500,26.3,0.0,-2.45,35.64,1600.0,97.0,84.0,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439
337,"Ross, Kermit D.",Donec@lacusQuisquepurus.net,Australia,1,35.33787621,61723.00613,9913.194941,291897.4057,30757.65726,.net,OCEANIA                            ,20264082,7686850,2.6,0.34,3.98,4.69,29000.0,100.0,565.5,6.55,0.04,93.41,1.0,12.14,7.51,0.038,0.262,0.7
338,"Hampton, Venus Q.",elit@faucibusMorbivehicula.net,Guadeloupe,0,54.77232025,72310.39623,3093.707686,724025.4097,65592.22012,.net,LATIN AMER. & CARIB    ,452776,1780,254.4,17.19,-0.15,8.6,8000.0,90.0,463.8,11.24,3.55,85.21,2.0,15.05,6.09,0.15,0.17,0.68
339,"Chavez, Ralph U.",Aenean@interdum.edu,Tuvalu,0,36.57271347,67548.77415,10462.35581,388284.2974,37871.7082,.edu,OCEANIA                            ,11810,26,454.2,92.31,0.0,20.03,1100.0,0.0,59.3,0.0,0.0,100.0,2.0,22.18,7.11,0.166,0.272,0.562
340,"Whitaker, Adena B.",pharetra.sed.hendrerit@accumsanneque.com,Equatorial Guinea,0,47.71401166,62175.68945,12967.284,343290.677,42919.5196,.com,SUB-SAHARAN AFRICA                 ,540109,28051,19.3,1.06,0.0,85.13,2700.0,85.7,18.5,4.63,3.57,91.8,2.0,35.59,15.06,0.03,0.906,0.062
341,Nola,elit@Fuscealiquamenim.ca,Serbia,0,31.98877902,60584.85458,8133.45931,129635.6343,22599.45863,.ca,EASTERN EUROPE                     ,9396411,88361,106.3,0.0,-1.33,12.89,2200.0,93.0,285.8,33.35,3.2,63.45,0.0,0.0,0.0,0.166,0.255,0.579
342,Melodie,facilisi.Sed@tortordictum.com,"Korea, South",1,61.70429878,66655.4142,8001.644302,805075.5197,70598.96768,.com,ASIA (EX. NEAR EAST)         ,48846823,98480,496.0,2.45,0.0,7.05,17800.0,97.9,486.1,17.18,1.95,80.87,3.0,10.0,5.85,0.033,0.403,0.563
343,Kyra,Etiam@diamluctus.org,Portugal,0,42.88453632,60862.97749,8033.550461,344060.1754,38138.57511,.org,WESTERN EUROPE                     ,10605870,92391,114.8,1.94,3.57,5.05,18000.0,93.3,399.2,21.75,7.81,70.44,3.0,10.72,10.5,0.053,0.274,0.673
344,Caldwell,amet@congue.edu,Iceland,1,36.2452565,67508.12293,10188.68685,141587.6498,30419.8,.edu,WESTERN EUROPE                     ,299388,103000,2.9,4.83,2.38,3.31,30900.0,99.9,647.7,0.07,0.0,99.93,3.0,13.64,6.72,0.086,0.15,0.765
345,Benjamin,nisi.Mauris.nulla@vitaeodiosagittis.ca,Faroe Islands,0,61.22472501,61639.76386,17870.63765,684209.551,63868.94051,.ca,WESTERN EUROPE                     ,47246,1399,33.8,79.84,1.41,6.24,22000.0,0.0,503.8,2.14,0.0,97.86,0.0,14.05,8.7,0.27,0.11,0.62
346,Florence,eros@faucibus.com,United Kingdom,0,45.75422949,63172.95729,6332.2019,456524.7944,45112.94547,.com,WESTERN EUROPE                     ,60609153,244820,247.6,5.08,2.19,5.16,27700.0,99.0,543.5,23.46,0.21,76.33,3.0,10.71,10.13,0.005,0.237,0.758
